태마,곡명,가사
사랑,"무중력
","아주 잠시 한 순간 시간이 멈춰버려
두 눈을 깜빡거린 찰나 그대로
그대와 나 운명처럼
두 눈이 막 마주친 순간
무중력 상태인 것 같아
허공을 날 것 같아
I call it love
그냥 바라만 봐도
넌 나를 끌어당겨
한 눈에 알 것 같아
I’ve been waiting for you
all my life 그 동안
널 만나기 위해 한평생 기다린걸
너의 눈 속엔 모든 우주가 담겨있어
끝을 알 수 없이 깊고도 신비한
알고 싶어 널 조금 더
너를 느끼고 싶어
Your gravity 네 중력이
날 당기고 미는 걸
그래서 넌 my star hey you
I’ve been waiting for you
all my life
그 동안
널 만나기 위해 한평생 기다린걸
그대 스쳐 지나간 자리도 알수 있어
너의 향기 그 모든 게 날 이끌어
너 라는 별 너란 운명
난 절대 피할 수가 없어
무중력 상태인 것처럼
떠돌던 내 마음은
cuz of your love
네 곁에 머물고픈 생각일 뿐
제발 그대 한 번 내 이름 불러줘요
은하수 담은 너의
두 눈으로 나만 바라봐요
I’ll be your moon
You’ll be my sun
그대를 맴돌아요
그대 맘을 열어줘요
Please love me
나의 맘 속엔 너라는 별이 들어있어
끝을 알 수 없이 깊고도 신비한
알고 싶어
널 조금 더 곁에 머물고 싶어
Your gravity 한 순간이
날 당기고 미는 걸
그래서 난 your star
I’m yours yours"
사랑,"You Are
","사랑을 해도 될까요
살며시 안아도 될까요
불이 꺼진 캄캄한 내 맘
별처럼 수 놓아진 그대를
매일 걷던 슬픈 눈물길도
걱정뿐인 나의 긴 하루도
빈틈없이 그대로 채워지고
하얀 빛으로 물들죠
행복해서 꿈인 것만 같아서
왈칵 참았던 눈물을 쏟았어
봄의 온길 그리던 겨울의 기다림
내 맘 같았을까
한순간 피고 질 사랑이라 해도
그치지 않는 슬픈 비가 된대도
바보처럼 나 뒷걸음치지 않을래요
Cause you're my everything
눈 감아도 희미하지 않아
돌아서도 멀어지지 않아
얼어붙은 내 맘만 비켜 가던
사랑 그대가 온 거죠
행복해서 꿈인 것만 같아서
왈칵 참았던 눈물을 쏟았어
봄의 온길 그리던 겨울의 기다림
내 맘 같았을까
잠시 머문 바람처럼 날 떠나도
안녕 그 말이 아픈 인사가 돼도
바보처럼 그댈 후회하지 않을게요
Cause you're my destiny
나 그대를 바라보고 있죠
나 그대를 사랑하고 있죠
그대 없인 내가 될 수 없다는 걸
그댄 알까요
It's you I love
It's you I love
It's you I love
It's you I love"
사랑,"어떻게 말할까
","어떻게 말할까 널 좋아한다고
그저 바라만 봐도
내 가슴이 또 떨려온다고
내게 웃어 보이면
난 날아간다고 Um Um
세상 모든 유치한 노래도
모두 내 맘 같다고
하루 종일 니 생각에
두근거리는 행복한 상상들
오늘 같은 밤 꿈꿨던 시간
모두 내 맘에 담을래
햇살이 좋은 날 아닌 날
이유 없이 마냥 그냥 슬픈 날
그대 손잡아줄게
이제 내 맘 들어봐
내가 왜 이럴까 또 웃음만 나와
한참을 널 만나기 위해
돌아온 것 같은데
두근대는 맘이 설레는 기분이 좋아
눈부시게 웃어주던
너에게 나 지금 달려가
하루 종일 니 생각에
두근거리는 행복한 상상들
오늘 같은 밤 꿈꿨던 시간
모두 내 맘에 담을래
햇살이 좋은 날 아닌 날
이유 없이 마냥 그냥 슬픈 날
그대 손 잡아줄게
이제 내 맘 들어봐
이렇게 오늘도
내 앞에 반짝 거린다
너라는 별에 시간이 멈춘 듯
하루 종일 니 생각에
두근거리는 행복한 상상들
오늘 같은 밤 꿈꿨던 시간
뭐든 전할 수 있는데
햇살이 좋은 날 아닌 날
이유 없이 마냥 그냥 슬픈 날
그대 꼭 안아줄게
이제 내 손을 잡아봐"
사랑,"네 생각
","아침에 눈을 뜨면
네 생각이나
창밖을 바라보다
네 생각이나
그렇게 멍하니
또 하루가 흘러가
너도 날 가끔씩은
떠 올릴까 네 생각이나
어느새 내 주변의 모든 건 
익숙한 향기로
너에게 물들어
화초에 꽃이 피어
네 생각이나
예쁜 걸 볼 때마다
네 생각이나
내 취향은 아니지만
네가 좋아하는
그 노랫말 하루 종일
흥얼거려 네 생각이나
사랑이 내게도
찾아왔나 봐
어느새 내 주변의 모든 건
처음 보는 색으로
내 맘처럼 피어나
푸르던 하늘에
무지갯빛이 나
갈라진 골목길도
모네의 그림 같아
이렇게 변한
나를 내가 봐도
참 우습기만 하지만
어쩔 수 없나 봐
하루 종일 바보처럼
네 생각이나
그렇게 멍하니
또 하루가 흘러가
아침에 눈을 뜨면
네 생각이나
양치를 하다가도
네 생각이나
그렇게 멍하니
또 하루가 흘러가
너도 날 가끔 떠올릴까
네 생각이나
화초에 꽃이 피어
네 생각이나
커피를 마시다가
네 생각이나
이렇게 변한
나를 내가 봐도
참 우습기만 하지만
어쩔 수 없나 봐
온종일 바보처럼
네 생각이나
네 생각이나
오 네 생각이나"
사랑,"이쁘다니까
","자꾸 물어보는 너
늘 확인하고픈 너
같은 말해줘도
매일 말해줘도
왜 계속 물어
입술이 말라오네
또 식은땀이 흐르네
또 정답은 알지만
니가 듣고 싶은 말
그 듣고 싶은 말
나를 시험하는 말
너 정말 이쁘다
이쁘다 이쁘다니까
왜 내 말
믿지 않는 건데 왜
말하고 말하고
아무리 말해도
화난 듯한
너의 그 표정
말 수가 없어진 너
더 불안해지는 나
매일 같은 퀴즈
반복되는 게임
난 항상 술래
머리를 새로 했나
오 손톱이 바뀌었을까
오 감이 오질 않아
니가 듣고 싶은 말
그 듣고 싶은 말
정말 힌트도 없는지
너 정말 이쁘다
이쁘다 이쁘다니까
왜 내 말
믿지 않는 건데 왜
말하고 말하고
아무리 말해도
화난 듯한
너의 그 표정
이쁘단 말 하나론
널 표현 하긴 부족하잖아
baby 내 맘이라도
꺼내줘야 넌 믿겠니
널 정말 사랑해
사랑해 사랑하는데
왜 변했다고 하는건데 왜
화내고 삐지고
매일 토라져도
그것마저 사랑스러워
니가 백번 아니
천번 내게 물어도
정답은 늘 하난데
어제도 오늘도
내일 또 물어도
세상에서 니가
제일 이뻐"
사랑,알러지,"맙소사 내 마음이
자꾸 너를
떠올리게 하나 봐
어떻게 내가
콧대 높은 내가
설마 이럴 줄이야
네 앞에 서면
나도 모르게
코끝이 간지러
살짝 뒤돌아서
참아 보려고
했는데 어떡해
어쩌면 좋아 정말
참기가 힘들어
어떻게 해야 내게
너 반할 수 있을까
왜 너만 몰라
내가 이렇게 예쁜데
관심 없는 척 하지 말고
어서 다가와
내게 말해
네 앞에 서면
나도 모르게
두 볼이 빨개져
매일 두 눈을 꼭 감고
상상해 너와의 입맞춤
어쩌면 좋아 정말
참기가 힘들어
어떻게 해야 내게
너 반할 수 있을까
왜 너만 몰라
내가 이렇게 예쁜데
관심 없는 척 하지 말고
어서 다가와
내게 말해
더 이상은 망설일
시간이 없어
우리 오늘부터 시작할래
너도 내 맘과 같잖아
네가 참 좋아
말론 설명할 수 없어
두 손을 꼭 잡고
이 길을 걷고 싶어
어디든 좋아 항상
너와 함께라면
살포시 네 품에 안겨서
잠들고 싶어 이렇게"
사랑,"좋은 사람
","사실은 기대 없이
나간 자리 거기서 널 만났지
한참을 널 바라 봤어
조급한 맘으로 만나긴 싫어
서로 어색했던 그날의 우린
조금씩 마음을 열었었나 봐
몰랐는데
몰랐는데
더욱 가까워진 우리
하루하루가 
사랑한단 한마디론
내 마음 다 보여 줄 순 없어
너가 배고파 하는 것 보다 널 사랑해
재미없어 할까 봐 
나 아무 말 대잔치 이런 내가 좋으니
주위 사람들에게도 친절해 
그런 너를 보고 있으면 나도
좋은 사람
그런 사람
될 수 있을 것만 같아
하루하루가 
사랑한단 한마디로
내 마음 다 전할 수 있을까
여행 떠날래 라는 말보다 더 설레게
맛있는 걸 볼 때면 
니가 먼저 생각나고 
좋은 일이 생기면 
가장 먼저 떠올라 
사랑한다 
사랑한단 말 
Everyday 말해주고 싶어
하루하루가
좋은 사람
좋은 사람 
너를 드디어 만난 것 같아
너를 만나고 나의 매일이
달라졌어 내가 더 많이"
사랑,"Love Song (Duet With Lyn)
","오래 만에 들려오는
내 심장의 리듬소리
내 입술엔 향기로운
멜로디가 연주되리
이제부터 만들어갈
우리 둘의 Melody
두 손 꼭 잡고 눈 감으면
느껴지는 음악소리
Singing Love Love Love Song
그댈 위해 불러요
Singing Love Love Love Song
그대 위한 Love Song Yeah

오늘부터 우리 둘이
빈 악보를 채워가요
하루하루 음표들과
쉼표들로 즐거워요
우리 마음 둘이 하나되어
함께 만든 Harmony
그대 손 잡고 입 맞추면
느껴지는 음악소리
Singing Love Love Love Song
나와 함께 불러요
Singing Love Love Love Song
우릴 위한 Love Song Yeah

나를 위해
사랑 노래 불러줘 My Love

나도 함께
사랑 노래 부를게 My Love
Singing Love Love Love Song
우리 함께 불러요
Singing Love Love Love Song
우리 만의 Love Song Yeah
Singing Love Love Love Song
우리 함께 불러요
Singing Love Love Love Song
우리 만의 Love Song Yeah"
사랑,"궁금해 (Curious About You)
","Why don't you stay
밖은 너무 어둡고 무서워
Why don't you stay
우리 커피 한 잔만 더 할까
미뤄 왔던 하고 싶던 말 
서로에 감춰왔던 말
밤 새워 
한 번 얘기해 보자
I'm curious about you
What can I say
무슨 말을 해야만 하는지
What should I do
막차 끊길 시간 다 됐는데
머린 가라 재촉하는 데
몸이 잘 말을 안 들어
그럼 뭐
커피 한잔 더 줄래
궁금해 네가
모락모락 커피 향처럼
달콤한 네 입술처럼 
조금은 감미롭게
조금은 향기롭게 
너를
알고 싶어 니가
I'm curious about you
What can we do
시곈 눈치 없이 막 가는데
What should we do
이미 커핀 식어만 가는데
무슨 말은 해야 하는데
자꾸 니 입술만 보여
어쩌지
커피만 또 마셔대
I'm curious about you
모락모락 커피 향처럼
달콤한 네 입술처럼 
조금은 감미롭게
조금은 향기롭게 
너를
알고 싶어 니가
I'm curious about you
미묘한 방 공기처럼
가슴이 맘대로 마구 뛰는데 
떨려 머리가 멈춰서
두서없는 말을 자꾸 늘어놔 난
모락모락 커피 향처럼
달콤한 네 입술처럼 
조금은 감미롭게
조금은 향기롭게 
너를
알고 싶어 니가
I'm curious about you
How close we are
조금 가까워진 것 같은데
What can we do
해가 뜰 시간도 다 됐는데
너를 조금 알 것 같은데
아직 더 알고 싶은데
그럼 뭐
내일 다시 만날래
I'm curious about you"
사랑,"러브레터
","이런 사랑노래 너무나 많아
하지만 왜 자꾸 부르는 거야
You don’t understand
You don’t love me
어느새 너에게 빠져버렸어
첨엔 뒷모습이 너무 예뻐서
사실 나도 모르게 말을 걸었어
티는 안내도 네가 웃어주길
바랬던 건 역시 욕심이었나 봐
Oh baby
it can’t be over like this
떨려오는 내 맘 전 할 수 없어서
솔직한 내 맘 편지에 담아
너에게 말하고 싶어
온통 네 생각뿐인 내 심장을
멈출 수가 없어 I wanna know
솔직히 넌 너무나 눈이 부셔
달콤한 노래로 표현 할 수 없어
You don’t understand
You don’t love me
처음이야 난 애매한 이 기분
밤 하늘의 떠 있는 별을 보며
마냥 저냥 그냥 계속 걸었어
티는 안내도 네가 나타나길
바랬던 건 역시 욕심이었나 봐
Oh baby
it can’t be over like this
떨려오는 내 맘 전 할 수 없어서
솔직한 내 맘 편지에 담아
너에게 말하고 싶어
온통 네 생각뿐인 내 심장을
멈출 수가 없어 I wanna know
이 깊은 밤 잠들 수 없어
어둠이 짙은 방에 나 홀로 초를 켜고
널 위한 내 맘을
하얀색 종이 위에 서툰 글씨로
수줍은 네가 날 보며
미소 지었던 네가
사실 말야 너를 말야
너무 좋아한다고
Oh baby 지금 난 말 할거야
Oh baby 벌써 난 들킨 것 같아
떨려오는 가슴 멈출 수가 없어
Oh Please my love 솔직히 말야
널 너무 좋아하는걸
온통 네 생각뿐인 내 심장을
멈출 수가 없어
놓칠 수가 없어
멈출 수가 없어 I wanna know"
사랑,"어른이 되면
","늘어진 저 하늘만
마냥 바라보다가 보다가
아무도 없는 걸 느낄 때면
다시 생각나는 너
그저 그런 일들 속 속에
떠내려간 그런 니 맘을
잡을 수가 없잖아
난 아직 어린 아이라
손이 닿지 않을 널 알기에
더 조금만 더
시간이 더 흘러
내가 어른이 되면
널 이해할 수 있을까
My love my love my love
나의 그대여 부디
꽉 잡은 손 놓지 말아 줘
내가 어른이 되면
달라질 줄 알았던
모든 것 그 모든 것들이
자꾸 나를 괴롭혀
머리만 더 아프게
내가 어른이 되면
내가 어른이 되면
내가 어른이 되면
이 말만 계속 머릿속에
맴돌아 어지러워
어지러워 너를 다 알아가기가
아직은 힘이 든가 봐
그저 그런 일들 속 속에
떠내려간 그런 니 맘을
잡을 수가 없잖아
난 아직 어린 아이라
손이 닿지 않을 널 알기에
더 조금만 더
시간이 더 흘러
내가 어른이 되면
널 이해할 수 있을까
My love my love my love
나의 그대여 부디
꽉 잡은 손 놓지 말아 줘
I'm waiting just for u
널 기다리다 잃어버린다
난 여전히 그 자리에
내가 어른이 되면
달라질 줄 알았던
모든 것 그 모든 것들이
자꾸 나를 괴롭혀
머리만 더 아프게
내가 어른이 되면"
사랑,"들리지 않겠죠 (Feat. 제이미 of 러쉬)
","정확히 4년 8개월 전부터
한 여잘 좋아했죠
남자 친군 있지만
근데 아직도 좋아해요
내 눈엔 그녀만 빛나게 보여
Oh my only you
그녀의 눈에는 가득 그 사람 
내 자린 없겠지만 
그래도 난 괜찮아요
그저 지금의 온도만 되길
내 사랑이 얼어 버릴까 봐
내 마음이 쓰리고 눈가가 시리고
그래도 그녀를 담고 싶은 맘
말을 못하죠
모든 게 예쁘고 빛나서
나도 모르게 나온 고백
말해도 들리지 않겠죠
알아요 인연이 아니라는 걸
마음은 아프지만
그래도 난 괜찮아요
그저 지금의 시간만 해도
내 사랑이 멈추지 않도록
내 마음이 쓰리고 눈가가 시리고
그래도 그녀를 담고 싶은 맘
말을 못하죠
모든 게 예쁘고 빛나서
나도 모르게 나온 고백
말해도 들리지 않겠죠
너도 좋은 사람과
행복할 수 있기를 바라
너무 멀리 가지는 말아
내 마음이 왠지 슬프잖아
내 마음이 쓰리고 눈가가 시리고
깊어진 그녀의 자리 때문에
한숨만 쉬죠
내 맘이 서툴러 어색해
나도 모르게 말을 해도
그녀는 들리지 않겠죠
내 마음이 쓰리고 눈가가 시리고
그래도 그녀를 담고 싶은 맘
말을 못하죠
모든 게 예쁘고 빛나서
나도 모르게 나온 고백
말해도 들리지 않겠죠"
사랑,"Beautiful My Girl
","둘이서 걷던 거릴 걸었어
이제는 둘이 아닌 혼자가 되어
생각에 잠겨 노랠 들으며
우리 추억 속에서
매일 늘 함께했던 그 순간들로
되돌릴 순 없겠죠
항상 똑같은 꿈을
꿨었던 그때로
돌아갈 수만 있다면
Beautiful my girl 내 사랑이
Beautiful my girl 닿기를 바래요
어디에 있어도 누구를 만나도
항상 지켜줄게요
Beautiful my girl 네 눈물이
Beautiful my girl 흐르지 않기를
매일 원하고 한없이 기도하죠
그대가 그대로 행복하기를
사랑 늘 함께했던 그대의 미소
다신 볼 순 없겠죠
그대를 내 품에 안고
잠들던 그때로
돌아갈 수만 있다면
Beautiful my girl 내 사랑이
Beautiful my girl 닿기를 바래요
어디에 있어도 누구를 만나도
항상 지켜줄게요
Beautiful my girl 네 눈물이
Beautiful my girl 흐르지 않기를
매일 원하고 한없이 기도하죠
그대가 그대로 행복하기를
우리 다정했었던 그날 밤
우리 그 때 그 시간을
이젠 추억으로 남겨 두고서
그대 행복을 빌어요
Beautiful my girl 난 그대가
Beautiful my girl 웃기를 바래요
어디에 있어도 누구를 만나도
항상 지켜줄게요
Beautiful my girl 네 눈물이
Beautiful my girl 흐르지 않기를
매일 원하고 한없이 기도하죠
그대가 그대로 행복하기를"
